event_type,src_zone,dst_zone,event_count_10m,unique_src_10m,asset_criticality,prior_incident_impact,is_privileged_account,geo_risk,risk_label
failed_login,vendor,dmz,2,18,3,2,0,1,Low
malware_alert,internet,dmz,22,1,2,0,1,1,Medium
port_scan,vendor,corp,33,10,1,1,0,4,Medium
port_scan,internet,corp,11,17,1,2,1,1,Medium
failed_login,vendor,dmz,34,10,5,2,0,2,High
port_scan,corp,prod,18,9,3,2,1,3,Medium
failed_login,vendor,dmz,2,8,2,2,0,5,Low
port_scan,internet,prod,16,20,2,2,0,5,Medium
malware_alert,internet,dmz,8,10,4,1,0,4,Medium
malware_alert,internet,prod,26,4,3,1,0,2,Medium
suspicious_dns,vendor,dmz,2,11,5,2,0,3,Medium
failed_login,vendor,corp,4,20,4,0,1,5,Medium
failed_login,corp,corp,7,5,3,0,1,1,Low
failed_login,internet,prod,25,10,3,0,1,1,Medium
failed_login,vendor,prod,30,11,5,1,0,3,Medium
failed_login,vendor,prod,12,3,1,3,0,4,Medium
failed_login,corp,corp,28,18,2,0,1,2,Medium
failed_login,internet,dmz,37,1,3,2,1,4,High
malware_alert,corp,dmz,13,1,2,2,1,5,Medium
port_scan,corp,corp,37,4,5,2,0,1,High
failed_login,vendor,prod,16,20,1,1,1,5,Medium
privilege_escalation,corp,dmz,1,4,4,1,1,1,Medium
failed_login,vendor,prod,9,6,4,2,1,3,Medium
port_scan,corp,dmz,30,6,3,2,0,4,High
failed_login,vendor,dmz,2,12,2,3,1,1,Medium
port_scan,vendor,prod,30,1,1,1,0,5,Medium
data_exfiltration,vendor,corp,1,11,3,3,1,2,High
failed_login,vendor,dmz,24,15,2,3,1,1,Medium
suspicious_dns,corp,dmz,1,5,1,2,1,3,Medium
port_scan,internet,dmz,11,19,3,2,0,1,Medium
failed_login,vendor,prod,14,14,5,0,0,2,Medium
port_scan,internet,corp,35,2,5,1,1,5,High
suspicious_dns,corp,dmz,32,20,4,2,0,3,High
port_scan,vendor,corp,13,16,2,2,1,4,Medium
privilege_escalation,internet,dmz,35,10,2,2,0,3,High
failed_login,internet,prod,14,19,2,1,1,2,Medium
suspicious_dns,internet,prod,13,20,2,1,0,5,Medium
failed_login,internet,corp,15,20,4,3,1,3,Medium
failed_login,vendor,corp,20,7,1,3,0,4,Medium
failed_login,corp,corp,37,4,2,2,1,3,High
port_scan,internet,dmz,9,13,4,3,0,4,Medium
malware_alert,vendor,prod,32,9,2,0,0,5,High
suspicious_dns,corp,corp,28,17,1,3,0,2,Medium
suspicious_dns,corp,dmz,11,3,3,0,1,5,Medium
suspicious_dns,corp,dmz,29,20,2,0,1,5,Medium
failed_login,vendor,dmz,18,3,2,1,0,3,Medium
failed_login,vendor,dmz,3,1,2,3,1,3,Medium
failed_login,internet,prod,37,4,5,0,0,5,Medium
privilege_escalation,internet,dmz,18,15,3,2,0,5,High
port_scan,vendor,dmz,13,14,4,1,1,1,Medium
failed_login,internet,dmz,27,10,5,0,0,5,Medium
privilege_escalation,corp,corp,5,6,5,2,1,4,High
failed_login,internet,corp,4,8,4,2,0,2,Medium
port_scan,corp,prod,22,10,2,0,1,4,Medium
failed_login,corp,dmz,22,12,4,2,1,4,Medium
failed_login,corp,dmz,14,10,1,1,0,5,Medium
failed_login,internet,dmz,12,6,1,3,0,2,Medium
failed_login,corp,dmz,7,5,1,0,0,4,Low
suspicious_dns,corp,prod,29,12,5,2,1,1,High
port_scan,internet,prod,16,6,3,0,1,4,Medium
privilege_escalation,corp,prod,4,9,1,1,0,2,Medium
failed_login,internet,dmz,9,12,2,1,1,2,Medium
port_scan,vendor,dmz,25,16,5,3,0,5,High
port_scan,vendor,corp,33,12,5,3,0,3,High
failed_login,corp,dmz,24,11,4,3,0,3,Medium
failed_login,corp,prod,2,4,1,3,0,4,Low
failed_login,vendor,prod,19,5,1,3,0,2,Medium
failed_login,corp,dmz,29,15,5,0,1,5,Medium
privilege_escalation,vendor,dmz,35,3,1,3,1,5,High
port_scan,internet,dmz,20,5,2,3,1,5,High
suspicious_dns,vendor,dmz,37,19,1,2,0,1,Medium
data_exfiltration,vendor,prod,39,17,5,1,0,1,High
malware_alert,corp,corp,16,20,2,2,0,3,Medium
suspicious_dns,corp,dmz,4,12,4,0,0,5,Medium
failed_login,corp,dmz,4,18,1,1,0,4,Low
data_exfiltration,vendor,dmz,12,6,3,2,0,2,High
failed_login,corp,prod,26,14,4,0,1,5,Medium
failed_login,corp,dmz,3,14,1,0,0,2,Low
malware_alert,corp,dmz,16,11,5,1,0,4,Medium
malware_alert,corp,prod,14,12,4,3,1,1,High
port_scan,internet,prod,24,7,5,2,0,1,Medium
port_scan,corp,prod,24,8,1,1,0,5,Medium
malware_alert,vendor,dmz,22,9,3,0,0,1,Medium
failed_login,vendor,dmz,40,11,1,0,0,5,Medium
malware_alert,internet,corp,28,10,2,1,1,3,High
privilege_escalation,corp,dmz,5,17,4,0,0,1,Medium
failed_login,internet,prod,13,12,2,2,1,2,Medium
failed_login,internet,corp,15,2,4,3,1,1,Medium
suspicious_dns,internet,dmz,11,12,3,1,1,4,Medium
failed_login,internet,corp,11,15,1,1,1,1,Low
failed_login,internet,dmz,10,7,1,1,0,4,Low
port_scan,vendor,prod,34,20,2,2,0,3,Medium
suspicious_dns,corp,dmz,23,11,3,1,0,4,Medium
malware_alert,corp,dmz,27,8,2,0,1,3,Medium
failed_login,corp,dmz,15,12,3,0,1,1,Medium
failed_login,internet,dmz,40,14,2,0,1,3,Medium
suspicious_dns,internet,dmz,35,5,4,2,1,1,High
failed_login,internet,prod,32,12,4,0,1,5,Medium
port_scan,internet,prod,37,4,1,0,1,2,Medium
suspicious_dns,internet,prod,37,9,5,3,1,1,High
port_scan,corp,prod,19,10,1,1,0,5,Medium
failed_login,internet,prod,11,9,5,3,1,2,Medium
malware_alert,corp,corp,12,20,3,3,0,2,Medium
failed_login,internet,prod,16,6,4,2,1,4,Medium
port_scan,vendor,dmz,3,19,4,2,0,2,Medium
failed_login,internet,dmz,4,3,5,0,0,3,Low
port_scan,internet,dmz,21,4,4,3,0,1,Medium
failed_login,vendor,corp,1,13,4,2,1,1,Medium
port_scan,corp,prod,5,20,3,3,0,5,Medium
suspicious_dns,corp,prod,14,17,5,1,1,5,Medium
malware_alert,corp,corp,14,19,1,3,1,2,Medium
port_scan,vendor,prod,11,3,2,2,1,4,Medium
failed_login,corp,corp,10,9,4,1,1,4,Medium
data_exfiltration,vendor,dmz,15,2,1,1,1,1,High
failed_login,internet,prod,5,16,1,3,1,5,Medium
suspicious_dns,vendor,prod,39,14,3,0,1,4,High
suspicious_dns,internet,dmz,5,19,3,3,0,2,Medium
failed_login,corp,prod,5,12,4,2,1,2,Medium
suspicious_dns,vendor,dmz,37,19,5,0,1,1,High
port_scan,vendor,corp,39,20,5,3,1,2,High
failed_login,internet,prod,7,14,2,3,1,3,Medium
failed_login,corp,prod,23,16,1,3,1,3,Medium
failed_login,vendor,prod,4,15,4,1,0,4,Medium
failed_login,vendor,dmz,30,13,4,0,0,3,Medium
failed_login,corp,prod,1,19,2,0,1,2,Low
port_scan,internet,corp,20,3,4,2,0,5,Medium
malware_alert,internet,prod,11,18,2,2,1,5,Medium
failed_login,internet,dmz,31,9,4,1,1,5,High
suspicious_dns,corp,corp,23,16,1,3,1,5,High
failed_login,vendor,prod,2,14,2,0,1,1,Low
port_scan,corp,dmz,26,9,1,1,1,4,Medium
malware_alert,corp,corp,14,12,5,3,0,1,High
failed_login,corp,dmz,2,11,3,2,0,1,Low
port_scan,corp,corp,12,13,3,1,1,4,Medium
malware_alert,corp,dmz,32,10,3,0,0,4,High
failed_login,corp,corp,6,7,1,2,0,5,Low
port_scan,internet,dmz,4,19,3,2,0,2,Medium
failed_login,corp,dmz,36,7,1,0,0,3,Medium
port_scan,internet,dmz,12,9,5,1,1,1,Medium
failed_login,internet,dmz,25,16,4,3,1,4,High
failed_login,corp,corp,36,20,1,1,1,3,Medium
port_scan,internet,dmz,16,3,5,0,1,3,Medium
failed_login,internet,corp,15,16,4,1,0,5,Medium
failed_login,corp,prod,27,10,1,1,0,3,Medium
failed_login,internet,dmz,7,16,2,3,0,1,Medium
port_scan,internet,dmz,36,2,3,0,1,4,High
failed_login,vendor,dmz,23,18,2,2,1,3,Medium
malware_alert,internet,prod,7,6,4,3,1,2,High
suspicious_dns,vendor,prod,26,13,1,3,0,5,Medium
failed_login,corp,corp,18,5,4,1,0,3,Medium
port_scan,internet,dmz,28,14,2,3,0,2,Medium
malware_alert,vendor,corp,26,1,2,2,1,5,High
malware_alert,vendor,dmz,37,3,5,1,1,5,High
suspicious_dns,vendor,dmz,15,8,1,2,0,1,Medium
failed_login,internet,corp,33,3,5,2,0,1,Medium
failed_login,internet,dmz,39,1,5,2,0,4,High
failed_login,corp,prod,33,20,3,3,0,2,Medium
failed_login,vendor,corp,31,9,2,1,0,3,Medium
suspicious_dns,internet,corp,37,16,1,0,0,1,Medium
failed_login,vendor,prod,38,11,1,1,1,5,Medium
malware_alert,corp,corp,3,9,3,3,1,5,Medium
failed_login,vendor,corp,28,6,4,0,1,5,Medium
failed_login,vendor,prod,38,3,2,3,1,4,High
malware_alert,internet,prod,17,10,4,0,1,5,High
malware_alert,internet,corp,2,6,3,2,1,3,Medium
failed_login,internet,dmz,14,4,2,0,1,4,Medium
port_scan,internet,prod,35,4,3,3,0,2,High
malware_alert,vendor,prod,21,14,3,3,0,5,High
port_scan,vendor,dmz,11,9,5,2,1,4,Medium
failed_login,vendor,corp,29,16,1,3,1,4,Medium
malware_alert,internet,corp,27,1,1,1,0,2,Medium
port_scan,corp,dmz,32,20,5,1,0,4,High
port_scan,internet,dmz,4,9,2,2,0,3,Medium
malware_alert,vendor,dmz,6,19,4,2,0,1,Medium
privilege_escalation,vendor,dmz,29,10,3,2,0,1,High
failed_login,corp,corp,22,14,1,1,1,1,Medium
failed_login,corp,dmz,26,6,2,2,1,3,Medium
malware_alert,vendor,corp,35,16,2,1,1,3,High
port_scan,corp,prod,21,9,5,0,1,1,Medium
failed_login,corp,corp,33,11,2,2,0,4,Medium
port_scan,corp,prod,12,18,2,0,0,2,Medium
failed_login,internet,prod,24,13,5,0,1,2,Medium
suspicious_dns,vendor,corp,1,7,3,0,0,5,Medium
failed_login,corp,prod,8,6,5,3,1,5,Medium
port_scan,corp,prod,1,19,1,0,0,3,Low
suspicious_dns,internet,corp,24,10,3,1,1,3,Medium
port_scan,internet,dmz,3,19,4,2,1,4,Medium
privilege_escalation,corp,prod,21,9,5,2,0,3,High
port_scan,vendor,prod,35,14,3,3,1,2,High
port_scan,internet,dmz,2,12,5,1,0,1,Medium
failed_login,corp,prod,24,9,3,0,1,5,Medium
data_exfiltration,corp,prod,24,10,1,3,1,1,High
suspicious_dns,vendor,corp,39,19,2,3,1,2,High
malware_alert,internet,corp,1,17,2,2,1,3,Medium
failed_login,internet,prod,28,16,2,2,1,1,Medium
failed_login,internet,dmz,28,9,2,3,1,1,Medium
failed_login,corp,dmz,39,11,3,3,1,1,High
privilege_escalation,corp,corp,11,12,3,2,1,2,High
port_scan,corp,dmz,17,20,2,3,0,1,Medium
suspicious_dns,internet,dmz,34,9,4,2,1,3,High
privilege_escalation,vendor,prod,3,3,5,2,0,2,High
malware_alert,internet,corp,12,7,2,2,0,4,Medium
failed_login,vendor,corp,3,10,5,3,1,2,Medium
failed_login,internet,dmz,20,14,3,2,0,3,Medium
failed_login,corp,corp,24,20,4,1,0,5,Medium
suspicious_dns,vendor,prod,11,12,5,2,1,2,Medium
failed_login,vendor,dmz,5,15,3,2,0,4,Medium
failed_login,internet,dmz,40,11,1,0,1,5,Medium
failed_login,internet,corp,12,5,2,0,0,1,Low
failed_login,vendor,corp,18,14,4,2,1,2,Medium
failed_login,corp,dmz,5,8,3,2,1,1,Medium
port_scan,corp,dmz,12,2,2,2,0,5,Medium
port_scan,internet,dmz,37,8,2,3,0,1,High
failed_login,internet,corp,31,2,2,3,0,3,Medium
failed_login,corp,dmz,13,1,3,1,0,3,Medium
failed_login,vendor,dmz,30,11,3,1,0,1,Medium
suspicious_dns,corp,dmz,32,13,5,1,1,4,High
port_scan,vendor,corp,35,14,5,1,1,1,High
port_scan,corp,prod,13,14,1,3,0,5,Medium
suspicious_dns,vendor,dmz,38,16,4,1,0,2,High
data_exfiltration,vendor,prod,35,1,3,0,1,1,High
port_scan,corp,prod,21,20,4,2,0,1,Medium
malware_alert,corp,prod,34,4,2,3,1,4,High
suspicious_dns,corp,dmz,31,19,5,2,1,4,High
failed_login,corp,corp,25,13,1,2,1,3,Medium
privilege_escalation,corp,prod,29,3,3,1,0,1,High
failed_login,corp,corp,35,17,2,2,0,4,Medium
data_exfiltration,internet,corp,1,5,3,0,1,3,Medium
suspicious_dns,vendor,corp,40,1,1,2,0,5,High
failed_login,corp,prod,7,13,4,2,1,5,Medium
data_exfiltration,vendor,dmz,10,1,4,1,1,4,High
failed_login,corp,corp,11,20,1,3,0,4,Medium
port_scan,internet,prod,26,2,5,2,0,2,High
data_exfiltration,vendor,dmz,33,16,3,1,0,1,High
port_scan,vendor,corp,15,11,1,2,1,3,Medium
privilege_escalation,vendor,prod,6,12,4,1,0,1,Medium
failed_login,vendor,corp,7,19,3,1,0,1,Low
suspicious_dns,corp,prod,22,10,4,1,1,5,High
suspicious_dns,vendor,corp,12,3,2,3,1,3,Medium
suspicious_dns,vendor,corp,29,18,1,0,0,5,Medium
port_scan,internet,corp,8,17,1,0,1,3,Medium
suspicious_dns,internet,corp,32,1,1,3,0,2,Medium
failed_login,corp,corp,35,12,2,1,1,3,Medium
failed_login,internet,prod,9,15,3,0,0,5,Low
failed_login,internet,prod,10,5,4,2,0,3,Medium
port_scan,internet,dmz,27,10,5,3,0,2,High
failed_login,internet,dmz,1,1,2,0,0,5,Low
suspicious_dns,vendor,corp,11,12,3,0,0,5,Medium
port_scan,vendor,prod,40,2,1,1,1,3,High
port_scan,internet,prod,26,20,1,1,1,2,Medium
privilege_escalation,corp,prod,14,7,4,0,1,4,High
failed_login,vendor,dmz,31,7,3,1,1,2,Medium
failed_login,vendor,prod,24,9,5,2,1,1,Medium
failed_login,internet,corp,36,10,3,3,0,3,High
suspicious_dns,vendor,dmz,28,18,2,2,0,4,Medium
failed_login,internet,corp,40,17,5,3,1,4,High
failed_login,internet,dmz,6,4,4,3,1,4,Medium
failed_login,corp,prod,35,18,5,2,1,5,High
failed_login,vendor,corp,19,4,5,2,0,4,Medium
malware_alert,corp,corp,3,19,3,3,0,5,Medium
port_scan,internet,dmz,5,2,2,1,1,4,Medium
failed_login,vendor,dmz,24,20,3,3,1,5,High
failed_login,internet,corp,7,2,3,2,1,3,Medium
data_exfiltration,vendor,corp,19,13,4,3,1,1,High
suspicious_dns,internet,corp,38,20,4,2,1,2,High
data_exfiltration,vendor,dmz,38,16,2,2,0,3,High
suspicious_dns,vendor,corp,25,11,2,0,1,1,Medium
data_exfiltration,vendor,dmz,13,2,4,0,1,1,High
port_scan,corp,prod,11,14,3,2,1,3,Medium
malware_alert,vendor,dmz,9,2,2,1,1,2,Medium
failed_login,corp,corp,31,12,4,2,1,4,High
failed_login,internet,prod,7,11,5,0,1,5,Medium
suspicious_dns,corp,dmz,2,10,2,3,1,4,Medium
failed_login,corp,prod,13,6,3,0,1,5,Medium
failed_login,vendor,corp,35,10,3,3,1,5,High
data_exfiltration,corp,prod,29,9,3,1,0,1,High
failed_login,internet,dmz,20,12,5,0,1,4,Medium
malware_alert,corp,prod,20,4,3,3,0,4,High
port_scan,internet,corp,15,7,1,0,1,5,Medium
failed_login,corp,corp,34,5,1,2,1,5,Medium
port_scan,vendor,dmz,14,19,2,1,1,1,Medium
suspicious_dns,internet,dmz,40,13,4,3,1,3,High
privilege_escalation,vendor,corp,39,14,1,2,1,2,High
port_scan,vendor,dmz,37,1,2,0,0,4,Medium
failed_login,internet,corp,8,9,4,0,1,4,Medium
failed_login,corp,corp,18,7,5,3,1,4,High
failed_login,internet,prod,8,1,1,1,1,4,Medium
suspicious_dns,corp,dmz,35,15,1,3,1,1,High
failed_login,corp,dmz,12,3,5,0,1,1,Medium
failed_login,internet,prod,32,20,2,2,0,4,Medium
port_scan,vendor,prod,8,5,1,1,1,2,Medium
suspicious_dns,corp,dmz,4,14,5,1,1,1,Medium
suspicious_dns,vendor,corp,30,11,3,1,0,4,Medium
data_exfiltration,internet,prod,32,12,1,2,1,3,High
failed_login,corp,dmz,27,7,1,0,1,3,Medium
failed_login,vendor,dmz,18,1,5,0,1,2,Medium
port_scan,vendor,dmz,15,14,4,1,0,3,Medium
failed_login,corp,corp,23,9,1,2,0,1,Medium
failed_login,vendor,prod,31,16,3,1,0,5,Medium
failed_login,corp,corp,36,6,1,3,1,1,Medium
port_scan,vendor,dmz,14,1,1,1,0,4,Medium
failed_login,corp,dmz,21,3,2,0,0,2,Medium
failed_login,corp,corp,38,20,3,1,1,1,Medium
suspicious_dns,corp,dmz,5,15,1,0,1,2,Low
failed_login,vendor,corp,24,10,5,2,0,4,Medium
port_scan,internet,corp,11,13,1,2,0,4,Medium
failed_login,vendor,dmz,37,15,3,3,0,4,High
failed_login,vendor,corp,13,16,2,3,0,5,Medium
failed_login,internet,prod,12,19,1,2,1,4,Medium
suspicious_dns,corp,dmz,30,1,1,0,0,1,Medium
suspicious_dns,corp,prod,14,1,3,1,1,2,Medium
failed_login,vendor,prod,31,7,3,1,0,2,Medium
malware_alert,internet,corp,35,1,4,1,1,3,High
failed_login,vendor,prod,37,4,4,3,1,3,High
malware_alert,internet,corp,6,6,2,0,0,5,Medium
failed_login,corp,dmz,25,7,5,0,0,2,Medium
failed_login,internet,corp,38,17,1,0,0,4,Medium
port_scan,corp,corp,16,20,2,1,1,1,Medium
port_scan,corp,prod,12,16,5,3,1,4,High
failed_login,internet,dmz,8,18,1,1,1,2,Low
port_scan,corp,prod,27,13,1,0,0,3,Medium
malware_alert,corp,corp,32,14,3,1,0,4,High
suspicious_dns,corp,corp,33,11,2,1,1,5,High
privilege_escalation,vendor,prod,22,8,1,3,1,5,High
failed_login,corp,dmz,36,11,2,0,0,3,Medium
failed_login,corp,corp,10,15,2,0,1,4,Medium
malware_alert,corp,prod,34,8,3,2,1,2,High
port_scan,internet,corp,28,1,1,3,0,5,Medium
port_scan,corp,prod,14,17,4,3,0,5,Medium
suspicious_dns,corp,dmz,28,19,2,2,0,2,Medium
failed_login,vendor,prod,31,6,5,3,1,4,High
failed_login,corp,corp,34,9,3,3,0,4,High
suspicious_dns,corp,prod,18,8,1,3,0,2,Medium
failed_login,internet,prod,16,8,1,0,0,2,Low
failed_login,vendor,corp,28,14,2,1,1,5,Medium
port_scan,corp,prod,9,1,5,2,1,1,Medium
failed_login,corp,dmz,33,5,1,0,1,2,Medium
port_scan,vendor,dmz,28,11,5,2,1,1,High
failed_login,vendor,corp,7,10,3,2,0,3,Medium
failed_login,corp,corp,31,6,3,1,1,4,Medium
port_scan,corp,dmz,3,12,3,3,0,1,Medium
port_scan,internet,dmz,28,4,3,1,0,1,Medium
data_exfiltration,vendor,corp,7,9,5,3,0,4,High
failed_login,vendor,prod,2,12,5,1,0,1,Low
port_scan,vendor,corp,18,3,5,1,1,4,Medium
failed_login,internet,dmz,33,3,3,1,1,5,High
suspicious_dns,vendor,corp,23,5,4,2,1,2,High
malware_alert,corp,dmz,6,17,1,1,0,1,Medium
suspicious_dns,internet,corp,4,7,3,0,0,1,Low
failed_login,corp,corp,8,1,5,2,1,3,Medium
suspicious_dns,vendor,prod,5,1,1,0,0,5,Low
port_scan,vendor,prod,1,1,1,0,1,5,Low
failed_login,internet,dmz,14,7,4,1,1,4,Medium
port_scan,internet,prod,2,6,2,1,1,5,Medium
failed_login,vendor,dmz,26,7,1,2,0,3,Medium
failed_login,corp,prod,24,11,2,1,1,1,Medium
suspicious_dns,vendor,prod,35,17,3,2,0,4,High
failed_login,internet,prod,40,16,3,1,0,3,Medium
failed_login,internet,prod,22,16,4,0,0,5,Medium
malware_alert,vendor,prod,1,15,3,0,1,4,Medium
malware_alert,vendor,corp,1,6,5,1,1,2,Medium
failed_login,vendor,prod,14,7,5,2,0,5,Medium
malware_alert,vendor,dmz,3,14,2,3,1,3,Medium
malware_alert,corp,corp,7,6,1,0,0,4,Medium
suspicious_dns,internet,corp,26,8,1,3,0,1,Medium
failed_login,corp,prod,23,6,2,3,1,3,Medium
port_scan,internet,dmz,1,8,4,1,0,3,Medium
failed_login,corp,prod,18,4,4,0,1,5,Medium
data_exfiltration,vendor,prod,30,12,3,0,1,3,High
port_scan,vendor,prod,10,16,5,0,1,3,Medium
failed_login,vendor,prod,5,14,1,3,1,1,Medium
failed_login,vendor,prod,10,5,5,1,0,2,Medium
failed_login,corp,corp,24,18,1,3,1,4,Medium
port_scan,vendor,prod,6,6,3,0,0,4,Medium
port_scan,corp,prod,5,20,5,1,0,1,Medium
suspicious_dns,corp,dmz,24,14,3,3,1,2,High
port_scan,corp,dmz,33,2,1,2,1,1,Medium
failed_login,internet,corp,14,17,4,1,1,5,Medium
failed_login,corp,prod,40,20,5,1,1,3,High
port_scan,corp,dmz,5,15,5,2,1,4,Medium
failed_login,vendor,prod,3,15,1,2,0,5,Low
port_scan,corp,prod,5,13,3,3,1,2,Medium
failed_login,corp,corp,4,11,3,0,0,3,Low
privilege_escalation,internet,dmz,36,10,5,3,1,2,High
failed_login,vendor,prod,24,3,5,3,0,5,High
privilege_escalation,corp,dmz,17,9,5,1,1,3,High
failed_login,internet,prod,20,15,3,1,1,1,Medium
suspicious_dns,internet,corp,26,6,3,3,0,4,High
failed_login,internet,corp,22,6,4,1,1,3,Medium
failed_login,vendor,corp,7,14,3,3,0,1,Medium
data_exfiltration,corp,prod,10,6,2,2,0,1,High
privilege_escalation,vendor,prod,20,3,3,0,0,2,High
malware_alert,vendor,corp,13,13,4,3,0,3,High
port_scan,internet,dmz,28,11,4,3,1,2,High
failed_login,corp,corp,29,20,2,3,0,5,Medium
port_scan,vendor,corp,40,15,3,3,1,2,High
port_scan,vendor,prod,36,17,4,2,0,2,High
failed_login,internet,prod,16,10,5,2,0,4,Medium
failed_login,corp,dmz,5,2,5,1,0,2,Medium
malware_alert,internet,prod,8,18,3,3,0,1,Medium
malware_alert,internet,prod,27,9,4,3,0,2,High
malware_alert,vendor,prod,28,12,1,3,1,5,High
failed_login,vendor,corp,15,14,2,3,1,4,Medium
port_scan,internet,corp,19,2,1,0,1,5,Medium
port_scan,vendor,corp,33,18,1,1,1,3,Medium
privilege_escalation,vendor,dmz,29,11,2,3,0,1,High
failed_login,vendor,dmz,5,12,2,2,1,4,Medium
data_exfiltration,internet,prod,19,17,3,2,0,4,High
malware_alert,vendor,prod,1,13,5,3,1,3,High
port_scan,internet,prod,38,4,4,1,0,3,High
failed_login,internet,corp,26,12,5,0,0,4,Medium
suspicious_dns,internet,prod,40,3,2,0,0,3,Medium
suspicious_dns,internet,prod,23,20,4,3,1,5,High
failed_login,vendor,prod,37,10,3,2,1,3,High
failed_login,internet,corp,20,11,2,2,1,3,Medium
malware_alert,corp,corp,20,13,4,3,1,5,High
suspicious_dns,internet,corp,28,10,3,3,0,5,High
data_exfiltration,internet,prod,22,17,4,1,0,2,High
suspicious_dns,corp,prod,35,8,3,3,1,2,High
failed_login,vendor,dmz,28,20,3,0,0,3,Medium
failed_login,vendor,corp,11,9,2,2,1,2,Medium
malware_alert,vendor,dmz,11,2,3,3,0,5,Medium
failed_login,internet,prod,37,6,3,3,1,1,High
suspicious_dns,corp,corp,29,6,4,2,0,4,High
port_scan,vendor,dmz,35,16,4,2,0,5,High
suspicious_dns,vendor,prod,3,3,2,0,0,1,Low
port_scan,corp,prod,24,16,1,3,0,2,Medium
suspicious_dns,corp,corp,37,17,3,3,1,5,High
suspicious_dns,vendor,corp,35,9,1,0,1,1,Medium
failed_login,corp,corp,31,13,1,3,0,1,Medium
suspicious_dns,internet,prod,30,16,1,0,1,3,Medium
port_scan,internet,dmz,10,13,2,0,0,1,Low
suspicious_dns,corp,prod,23,19,2,0,1,3,Medium
port_scan,corp,corp,30,10,5,1,1,2,High
failed_login,vendor,dmz,6,14,1,1,1,1,Low
failed_login,internet,prod,18,5,1,1,1,3,Medium
suspicious_dns,corp,prod,40,6,2,1,1,2,High
failed_login,corp,corp,16,5,3,1,1,4,Medium
failed_login,vendor,dmz,17,20,1,2,0,4,Medium
port_scan,corp,dmz,17,15,1,1,1,2,Medium
privilege_escalation,internet,prod,39,19,3,2,1,2,High
port_scan,corp,dmz,22,10,1,3,0,1,Medium
port_scan,internet,corp,38,4,3,0,1,3,High
privilege_escalation,internet,dmz,16,3,4,1,0,1,High
port_scan,internet,prod,26,17,2,1,1,3,Medium
privilege_escalation,corp,corp,5,20,5,3,1,4,High
port_scan,internet,dmz,5,12,4,0,0,5,Medium
failed_login,corp,dmz,11,15,2,3,1,2,Medium
suspicious_dns,vendor,corp,15,17,5,1,0,4,Medium
suspicious_dns,vendor,prod,36,4,4,2,1,1,High
failed_login,vendor,prod,32,17,2,0,0,3,Medium
suspicious_dns,vendor,corp,39,17,2,2,0,4,High
malware_alert,corp,prod,38,8,3,1,1,4,High
suspicious_dns,internet,prod,23,18,1,0,0,1,Medium
failed_login,corp,dmz,8,3,2,3,0,5,Medium
failed_login,internet,prod,20,7,2,0,1,4,Medium
failed_login,corp,prod,4,12,4,1,1,2,Medium
port_scan,internet,dmz,1,17,3,1,1,5,Medium
failed_login,vendor,corp,6,1,3,3,1,3,Medium
failed_login,vendor,dmz,1,20,5,2,1,2,Medium
failed_login,vendor,corp,14,18,3,3,0,5,Medium
failed_login,internet,prod,1,18,2,3,0,1,Low
malware_alert,vendor,prod,36,8,3,2,0,5,High
failed_login,corp,corp,36,8,1,1,0,2,Medium
data_exfiltration,vendor,corp,27,7,5,3,1,2,High
failed_login,internet,corp,11,4,5,1,0,1,Medium
suspicious_dns,corp,dmz,24,8,2,1,1,3,Medium
failed_login,corp,prod,31,17,4,2,1,3,High
failed_login,vendor,prod,31,6,2,3,0,5,Medium
privilege_escalation,internet,dmz,22,20,5,2,0,4,High
malware_alert,internet,prod,23,8,4,0,1,1,High
suspicious_dns,corp,dmz,27,15,1,3,1,5,High
privilege_escalation,vendor,corp,9,17,1,3,1,2,High
suspicious_dns,corp,dmz,4,2,2,3,1,2,Medium
failed_login,internet,prod,34,9,2,0,1,2,Medium
failed_login,corp,dmz,6,2,4,2,0,1,Medium
port_scan,vendor,corp,27,20,4,0,0,3,Medium
privilege_escalation,internet,corp,35,14,2,3,0,4,High
privilege_escalation,vendor,corp,39,2,2,0,0,2,High
port_scan,corp,corp,23,6,2,0,0,4,Medium
port_scan,corp,dmz,28,16,4,3,1,5,High
port_scan,corp,dmz,27,7,3,0,0,4,Medium
suspicious_dns,vendor,dmz,13,17,1,1,0,4,Medium
failed_login,corp,dmz,37,7,4,1,0,2,Medium
port_scan,internet,dmz,37,7,2,1,0,4,Medium
malware_alert,vendor,dmz,38,17,1,3,0,2,High
suspicious_dns,internet,prod,39,2,4,0,1,4,High
malware_alert,internet,corp,2,8,5,3,0,2,Medium
failed_login,internet,prod,39,14,5,3,1,2,High
port_scan,corp,prod,32,19,3,1,0,3,Medium
port_scan,corp,dmz,18,17,5,2,1,3,High
suspicious_dns,internet,prod,2,5,5,2,1,5,Medium
suspicious_dns,internet,dmz,40,20,4,1,0,3,High
malware_alert,internet,dmz,27,19,3,2,0,4,High
privilege_escalation,internet,dmz,15,20,4,0,0,1,Medium
failed_login,corp,prod,18,18,1,2,1,5,Medium
failed_login,internet,corp,30,8,5,0,1,2,Medium
port_scan,vendor,dmz,30,6,5,1,0,3,High
failed_login,internet,prod,13,5,5,0,1,2,Medium
failed_login,vendor,corp,27,18,2,3,1,4,Medium
